ef_base_id,native_pes21_id,physical_source_id,canonical_name,status,source_card_id,stats_source_card_id,portrait_asset_id,face_owner_id,commentary_owner_id
123948,123948,123948,Jorge Segura,active,123948,123948,123948,,123948
123949,123949,123949,Éver Valencia,active,123949,123949,123949,,123949
123951,564652,564652,Efraín Navarro,active,123951,123951,564652,,
123953,123953,123953,Johan Caballero,active,123953,123953,123953,,123953
123977,123977,564678,Justin Roth,active,123977,123977,123977,,
123980,46372,46372,Valentin Blaramberg,active,8512588,8512588,46372,,46372
123988,123988,123988,Anto Grgić,active,123988,123988,123988,,123988
123989,123989,123989,Jason Kerr,active,123989,123989,123989,,123989
123990,123990,123990,Ali McCann,active,123990,123990,123990,,123990
124010,564680,564680,Maximilien Lamour,active,8512618,8512618,564680,,
124018,41429,41429,Adam Ståhl,active,124018,124018,41429,,41429
124026,124026,124026,Morten Frendrup,active,124026,105663980233850,124026,,124026
124029,42852,42852,Artem Dovbyk,active,124029,52882053391485,42852,,42852
124030,45397,45397,Kaan Kairinen,active,124030,124030,45397,,45397
124032,124032,124032,Mathias Jørgensen,active,124032,124032,124032,,124032
124036,124036,124036,Ross Doohan,active,124036,124036,124036,,124036
124054,124054,124054,Nicolai Poulsen,active,124054,124054,124054,,124054
124055,124055,124055,Simon Graves,active,124055,124055,124055,,124055
124058,124058,124058,Jesús Rivas,active,124058,124058,124058,,124058
124063,124063,124063,Adam Sørensen,active,124063,124063,124063,,124063
124069,124069,124069,Deinner Quiñónes,active,124069,124069,124069,,124069
124077,124077,124077,Mustafa Eskihellaç,active,124077,53976196310189,124077,,124077
124092,124092,564691,Alemão,active,124092,124092,124092,,
124093,124093,124093,Takuya Shigehiro,active,124093,124093,124093,,124093
124094,124094,124094,Renzo López,active,124094,124094,124094,,124094
124097,124097,124097,Masaya Tashiro,active,124097,105792292381889,124097,,124097
124101,124101,124101,Shuto Machino,active,124101,53879559546053,124101,,124101
124104,124104,124104,Kai Shibato,active,124104,105842758247624,124104,,124104
124106,124106,124106,Takuya Ogiwara,active,124106,53961969231050,124106,,124106
124107,124107,124107,Hiroki Ito,active,124107,52881784956107,124107,,124107
124110,124110,124110,Koji Toriumi,active,124110,53944789361870,124110,,124110
124111,124111,124111,Mun Kyung-Gun,active,124111,105781554963663,124111,,124111
124113,124113,124113,Haruto Shirai,active,124113,124113,124113,,124113
124114,124114,124114,Yuya Fukuda,active,124114,105786118366418,124114,,124114
124115,124115,124115,Tatsuya Yamaguchi,active,124115,124115,124115,,124115
124118,124118,124118,Keito Nakamura,active,124118,52874537198806,124118,,124118
124120,124120,124120,Kohei Okuno,active,124120,105792560817368,124120,,124120
124121,124121,124121,Riku Matsuda,active,124121,124121,124121,,124121
124124,124124,124124,Yukinari Sugawara,active,124124,52867826312412,124124,124124,124124
124125,124125,564692,Shunto Kodama,active,124125,124125,124125,,
124126,124126,124126,Haruya Fujii,active,124126,53879022675166,124126,,124126
124127,124127,124127,Daiki Miya,active,124127,53969216988383,124127,,124127
124128,124128,124128,Daiju Sasaki,active,124128,53961969231072,124128,124128,124128
124129,124129,124129,Yuta Goke,active,124129,105654316557537,124129,124129,124129
124131,124131,124131,Yoshiaki Arai,active,124131,124131,124131,,124131
124132,124132,124132,Yasufumi Nishimura,active,124132,124132,124132,,124132
124133,124133,564694,Takuma Mizutani,active,124133,124133,124133,,
124142,124142,124142,Kanji Okunuki,active,124142,105817793750254,124142,,124142
124149,124149,124149,Hiroya Matsumoto,active,124149,124149,124149,,124149
124150,124150,124150,Ayumu Kawai,active,124150,124150,124150,,124150
124156,124156,124156,Yuta Kumamoto,active,124156,124156,124156,,124156
124160,124160,124160,Manato Shinada,active,124160,124160,124160,124160,124160
124162,124162,124162,Taiki Watanabe,active,124162,124162,124162,,124162
124164,124164,124164,Shion Homma,active,124164,105721693857028,124164,,124164
124166,124166,124166,Sachiro Toshima,active,124166,105632573285638,124166,,124166
124169,124169,124169,Ko Hasegawa,active,124169,124169,124169,,124169
124170,124170,124170,Kanya Fujimoto,active,124170,52872658150666,124170,,124170
124174,124174,124174,Takumi Nagura,active,124174,124174,124174,,124174
124175,124175,124175,Shunya Yoneda,active,124175,105845442602255,124175,,124175
124181,124181,124181,Leo Osaki,active,124181,105630425802005,124181,124181,124181
124183,124183,124183,Masaki Watai,active,124183,105784507753751,124183,,124183
124187,124187,124187,Sho Araki,active,124187,124187,124187,,124187
124188,124188,124188,Yuta Imazu,active,124188,124188,124188,,124188
124191,124191,124191,Shusuke Ota,active,124191,105843026683167,124191,,124191
124192,124192,564698,Miki Inoue,active,124192,124192,124192,,
124195,124195,564699,Aoi Kudo,active,124195,124195,124195,,
124201,124201,124201,Boniface Nduka,active,124201,53881438594345,124201,,124201
124203,124203,564706,Kota Sanada,active,124203,124203,124203,,
124208,124208,124208,Daiki Kaneko,active,124208,105686260376880,124208,,124208
124212,124212,124212,Kosuke Yamazaki,active,124212,105634989204788,124212,,124212
124218,124218,564710,Daichi Ishikawa,active,124218,105842758247738,124218,,
124219,124219,564711,Michiya Okamoto,active,124219,124219,124219,,
124221,124221,124221,Yuya Yamagishi,active,124221,53879022675261,124221,,124221
124228,124228,124228,Kaito Abe,active,124228,105764911965508,124228,,124228
124236,124236,124236,Andrea Colpani,active,124236,124236,124236,,124236
124248,124248,564713,Maxime Bernauer,active,124248,124248,124248,,
124249,124249,124249,Matías Borgogno,active,124249,124249,124249,,124249
124257,124257,124257,Halil Dervişoğlu,active,124257,70375992059233,124257,,124257
124261,124261,124261,Brayan Córdoba,active,124261,124261,124261,,124261
124262,124262,124262,Yéiler Góez,active,124262,124262,124262,,124262
124266,124266,124266,Antoine Semenyo,active,124266,52889838019946,124266,,124266
124270,124270,124270,Ozan Kabak,active,124270,124270,124270,124270,124270
124274,124274,124274,Anthony Racioppi,active,124274,124274,124274,,124274
124275,124275,564714,Emanuele Torrasi,active,124275,124275,124275,,
124276,124276,124276,Miguel Rubio,active,124276,124276,124276,,124276
124280,124280,124280,Marcos Vinícius,active,124280,124280,124280,,124280
124283,124283,124283,Enzo Loiodice,active,124283,124283,124283,,124283
124323,124323,564717,Tobias Bech,active,124323,124323,124323,,
124329,124329,124329,Jay Dasilva,active,124329,124329,124329,,124329
124330,124330,124330,Joe Aribo,active,124330,124330,124330,,124330
124349,124349,564721,Mark Brink,active,124349,124349,124349,,
124352,124352,564744,Mads Larsen,active,124352,124352,124352,,
124360,124360,124360,Ryan Yates,active,124360,124360,124360,,124360
124364,124364,564766,Michael Cooper,active,124364,124364,124364,,
124403,102428,102428,Efraim Kruglov,active,8513011,8513011,102428,,102428
124464,124464,564795,Nicky Cadden,active,124464,124464,124464,,
124468,124468,124468,Jordan Thompson,active,124468,124468,124468,,124468
124472,124472,124472,Scott Pittman,active,124472,124472,124472,,124472
124559,101052,101052,Berke Özer,active,124559,52891985503887,101052,,101052
124561,124561,564798,Ali Yanar,active,124561,124561,124561,,
124580,124580,564801,Oğulcan Ülgün,active,124580,124580,124580,,
124582,124582,124582,Erdoğan Yeşilyurt,active,124582,124582,124582,,124582
124590,124590,564808,Justo Giani,active,124590,124590,124590,,
124592,124592,564812,Augusto Max,active,124592,124592,124592,,
124606,124606,564813,Andreas Oggesen,active,124606,124606,124606,,
124608,124608,564829,Christian Sørensen,active,124608,124608,124608,,
124619,564831,564831,Anatoli Glaf,active,8513227,8513227,564831,,
124644,124644,124644,Andreas Hansen,active,124644,124644,124644,,124644
124661,564839,564839,Peter Therkildsen,active,124661,124661,564839,,
124663,124663,124663,Alexander Bah,active,124663,52875074070263,124663,,124663
124740,124740,124740,Ousmane Kanté,active,124740,124740,124740,,124740
124753,124753,124753,Steeve Beusnard,active,124753,124753,124753,,124753
124769,124769,564841,Damon Mirani,active,124769,124769,124769,,
124771,124771,564845,Anass Ahannach,active,124771,124771,124771,,
124782,124782,124782,Delano Burgzorg,active,124782,124782,124782,,124782
124810,124810,564847,Teddy Teuma,active,124810,124810,124810,,
124824,564848,564848,Taylan Antalyalı,active,124824,70375992059800,564848,,
124839,124839,124839,Jonathan David,active,124839,55067118004135,124839,124839,124839
124840,124840,124840,Dwight McNeil,active,124840,105693776570280,124840,124840,124840
124846,564851,564851,George Tsitaishvili,active,124846,124846,564851,,
124849,124849,564857,Gabriel Taliari,active,124849,53974854133681,124849,,
124855,124855,564859,Mujaid Sadick,active,124855,124855,124855,,
124860,564860,564860,R. Ruíz Rodríguez,active,124860,124860,564860,,
124866,564867,564867,Lukas Jensen,active,124866,124866,564867,,
124875,124875,124875,Lewis Smith,active,124875,124875,124875,,124875
124882,124882,564885,Homam El Amin,active,124882,56161311254482,124882,,
124892,564892,564892,Reveriano Mompin,active,8513500,8513500,564892,,
124924,124924,124924,Edwin Herrera,active,124924,124924,124924,,124924
124936,124936,124936,Bryan Castrillón,active,124936,124936,124936,,124936
124940,124940,564895,Carlos Romaña,active,124940,124940,124940,,
124947,564901,564901,Burak Bozan,active,124947,124947,564901,,
124957,124957,124957,Nicolas Madsen,active,124957,124957,124957,,124957
124964,124964,564905,Burak Kapacak,active,124964,124964,124964,,
124978,564919,564919,Pedro Naressi,active,124978,124978,564919,,
124985,124985,564920,Caprini,active,124985,105637136689209,124985,,
124996,124996,124996,Dani Vivian,active,124996,124996,124996,,124996
124997,124997,564926,Víctor San Bartolomé,active,124997,124997,124997,,
125000,564927,564927,Juan Cruz,active,125000,125000,564927,,
125004,125004,125004,Ben Wilmot,active,125004,125004,125004,,125004
125011,564928,564928,Jom Motta,active,8513619,8513619,564928,,
125021,125021,564934,Alasana Manneh,active,125021,125021,125021,,
125022,125022,125022,Williams Alarcón,active,125022,125022,125022,,125022
125039,125039,125039,Duje Ćaleta-Car,active,125039,125039,125039,125039,125039
125050,109439,109439,Haissem Hassan,active,125050,125050,109439,,109439
125068,125068,564947,Montree Pormsawat,active,125068,125068,125068,,
125073,125073,125073,Kannarin Thawornsak,active,125073,125073,125073,,125073
125075,125075,125075,Gionata Verzura,active,125075,125075,125075,,125075
125077,125077,125077,Ukrit Wongmeema,active,125077,125077,125077,,125077
125081,564949,564949,Pathomchai Seaisakul,active,125081,125081,564949,,
125082,125082,125082,Chinnapong Raksri,active,125082,125082,125082,,125082
125093,564951,564951,Ratchanat A.,active,125093,125093,564951,,
125097,125097,125097,Jaturapat Satham,active,125097,125097,125097,,125097
125099,564957,564957,Kiattisak Chiamudom,active,125099,125099,564957,,
125104,125104,125104,Marco Ballini,active,125104,125104,125104,,125104
125116,125116,125116,Everton,active,125116,106760807508156,125116,,125116
125121,125121,125121,Wisarut Imura,active,125121,125121,125121,,125121
125129,125129,125129,Manuel Bihr,active,125129,125129,125129,125129,125129
125133,564965,564965,Nattawut Jaroenbut,active,125133,125133,564965,,
125153,564974,564974,Kampon Phatomakkakul,active,125153,125153,564974,,
125160,564981,564981,Suporn Peenagatapho,active,125160,125160,564981,,
125206,125206,125206,Peerawat Akkratum,active,125206,125206,125206,,125206
125211,125211,125211,Aphichat Denman,active,125211,125211,125211,,125211
125224,125224,125224,Kritsananon Srisuwan,active,125224,125224,125224,,125224
125234,125234,125234,Prasid Jantum,active,125234,125234,125234,,125234
125246,125246,564989,Sarawut Konglarp,active,125246,125246,125246,,
125268,125268,125268,John Baggio,active,125268,105752295500116,125268,,125268
125269,125269,564992,Lursan Thiamrat,active,125269,125269,125269,,
125276,125276,564993,N. Rakotoharimalala,active,125276,125276,125276,,
125285,125285,125285,Ren Komatsu,active,125285,106742285461861,125285,,125285
125286,125286,564998,Taichi Yamasaki,active,125286,125286,125286,,
125287,125287,125287,Shunki Higashi,active,125287,53967874812263,125287,,125287
125289,125289,125289,Taisei Miyashiro,active,125289,53967874812265,125289,,125289
125290,125290,565001,Leo Brian Kokubo,active,125290,105861548730730,125290,,
125291,565002,565002,Kashif Bangnagande,active,125291,53967874812267,565002,,
125301,125301,125301,Ademir,active,125301,53980759714165,125301,,125301
125315,125315,125315,Leonardo Lopes,active,125315,125315,125315,,125315
125326,125326,565004,Shinnosuke Fukuda,active,125326,53978075359630,125326,,
125328,125328,565005,Toya Nakamura,active,125328,105716325149072,125328,,
125330,125330,125330,Shimpei Fukuoka,active,125330,105814572525970,125330,,125330
125331,125331,125331,Soichiro Kozuki,active,125331,125331,125331,,125331
125332,125332,565013,Issei Ouchi,active,125332,125332,125332,,
125334,125334,125334,Koki Saito,active,125334,105815377832342,125334,,125334
125352,125352,125352,Jordan Storey,active,125352,125352,125352,,125352
125366,125366,565028,Jari De Busser,active,125366,125366,125366,,
125370,125370,125370,Loïs Openda,active,125370,52784342886842,125370,,125370
125380,125380,125380,Zian Flemming,active,125380,125380,125380,,125380
125382,46232,46232,Jakub Piotrowski,active,125382,125382,46232,,46232
125394,125394,125394,Jaka Bijol,active,125394,105640089479634,125394,,125394
125396,125396,125396,Andrew Hughes,active,125396,125396,125396,,125396
125400,125400,125400,Ederson Moreno,active,125400,125400,125400,,125400
125402,125402,125402,Sven Botman,active,125402,52895475165658,125402,125402,125402
125407,125407,565030,Jan Kronig,active,125407,125407,125407,,
125412,125412,125412,Kritsada Kaman,active,125412,125412,125412,,125412
125417,125417,125417,Thanaset Sujarit,active,125417,125417,125417,,125417
125423,125423,125423,Saharat Sontisawat,active,125423,125423,125423,,125423
125434,565031,565031,Worachit K.,active,125434,125434,565031,,
125441,125441,125441,Thanachai Noorach,active,125441,125441,125441,,125441
125447,125447,565037,Korraphat Nareechan,active,125447,125447,125447,,
125450,125450,565038,Tassanapong M.,active,125450,125450,125450,,
125456,125456,125456,Surachat Sareepim,active,125456,125456,125456,,125456
125461,125461,125461,Saharat Pongsuwan,active,125461,125461,125461,,125461
125465,125465,565039,Pisan Dokmaikeaw,active,125465,125465,125465,,
125475,125475,565040,Apisit Sorada,active,125475,125475,125475,,
125484,565041,565041,Sanchai Nonthasila,active,125484,125484,565041,,
125494,125494,125494,Santipharp Channgom,active,125494,125494,125494,,125494
125515,125515,125515,Thiraphon Yoyoei,active,125515,125515,125515,,125515
125520,125520,125520,Saranon Anuin,active,125520,125520,125520,,125520
125522,125522,125522,Farus Patee,active,125522,125522,125522,,125522
125523,565058,565058,Phitiwat S.,active,125523,105646599039571,565058,,
125525,565074,565074,Victor Cardozo,active,125525,53881170160213,565074,,
125528,125528,125528,Chaiyawat Buran,active,125528,125528,125528,,125528
125529,125529,125529,Thakdanai Jaihan,active,125529,125529,125529,,125529
125535,125535,125535,Sarawut Inpaen,active,125535,125535,125535,,125535
125538,125538,125538,Jakkapan Praisuwan,active,125538,125538,125538,,125538
125542,565079,565079,Picha Autra,active,125542,125542,565079,,
125548,125548,125548,Lukian,active,125548,53968948554348,125548,,125548
125550,125550,125550,Patiwat Khammai,active,125550,105851079748206,125550,,125550
125551,125551,125551,Jaroensak Wonggorn,active,125551,53881170160239,125551,,125551
125553,125553,125553,Chayawat Srinawong,active,125553,125553,125553,,125553
125554,565082,565082,Peeradol Chamrasamee,active,125554,105812961913458,565082,,
125555,125555,125555,Suphanan Bureerat,active,125555,106760807508595,125555,,125555
125556,565093,565093,Sarawut K.,active,125556,125556,565093,,
125580,125580,125580,Wanchai Jarunongkran,active,125580,125580,125580,,125580
125600,125600,125600,Nattapong Sayriya,active,125600,105851079748256,125600,,125600
125610,125610,125610,Chainarong Boonkerd,active,125610,125610,125610,,125610
125629,565110,565110,Rattanai S.,active,125629,125629,565110,,
125631,125631,125631,Elias Dolah,active,125631,105720083245759,125631,,125631
125632,565113,565113,Worawut Srisupa,active,125632,125632,565113,,
125658,125658,125658,Ricardo Mangas,active,125658,52887958973146,125658,,125658
125660,125660,125660,Zaidu Sanusi,active,125660,125660,125660,,125660
125682,565124,565124,Carlos Protesoni,active,125682,125682,565124,,
125690,125690,125690,Julien Ponceau,active,125690,125690,125690,,125690
125711,125711,125711,Mark Gillespie,active,125711,125711,125711,,125711
125721,125721,565126,Facundo Bruera,active,125721,125721,125721,,
125727,125727,125727,Montassar Talbi,active,125727,52853062363935,125727,,125727
125731,125731,125731,Abdülkerim Bardakcı,active,125731,53981028150051,125731,,125731
125739,125739,565132,Kevin Mendoza Hansen,active,125739,125739,125739,,
125740,125740,125740,Krzysztof Piątek,active,125740,55069265488684,125740,125740,125740
125750,125750,125750,Tobias Mølgaard,active,125750,125750,125750,,125750
125779,46334,46334,Grigori Tarnov,active,8514387,8514387,46334,,46334
125781,43866,43866,Vitja Ustvolskaya,active,8514389,8514389,43866,,43866
125786,125786,565138,Maximiliano Salas,active,125786,125786,125786,,
125797,125797,125797,Ross Stewart,active,125797,125797,125797,,125797
125798,125798,125798,Álvaro Valles,active,125798,125798,125798,,125798
125802,110582,110582,Maxence Lacroix,active,125802,52777632000874,110582,,110582
125804,565144,565144,Salem M'Bakata,active,125804,125804,565144,,
125806,125806,125806,Peerapat Kaminthong,active,125806,125806,125806,,125806
125814,125814,125814,Doğukan Sinik,active,125814,125814,125814,,125814
125819,565158,565158,Baltazar Costa,active,125819,125819,565158,,
125830,125830,125830,Dorukhan Toköz,active,125830,125830,125830,,125830
125831,565159,565159,Güven Yalçın,active,125831,125831,565159,,
125834,125834,125834,Naif Aguerd,active,125834,125834,125834,,125834
125850,125850,125850,Alexis Gamboa,active,125850,125850,125850,,125850
125853,125853,125853,Daan Heymans,active,125853,125853,125853,,125853
125861,565162,565162,Kritsada Nontharat,active,125861,125861,565162,,
125870,125870,125870,Suat Serdar,active,125870,125870,125870,125870,125870
125884,125884,125884,A. Radovanović,active,125884,125884,125884,,125884
125888,125888,125888,Saringkan Promsupa,active,125888,105752295500736,125888,,125888
125891,125891,125891,Poramet Arjvirai,active,125891,125891,125891,,125891
125903,100022,100022,Olimpiu Moruțan,active,125903,125903,100022,,100022
125908,125908,125908,André Ferreira,active,125908,125908,125908,,125908
125910,125910,125910,Petar Musa,active,125910,125910,125910,,125910
125966,125966,125966,Wolke Janssens,active,125966,125966,125966,,125966
125971,125971,565163,Robin Mantel,active,125971,125971,125971,,
125984,125984,125984,Jens Cajuste,active,125984,125984,125984,,125984
125994,125994,565170,Kieran Wright,active,125994,125994,125994,,
125995,125995,565175,Myles Beerman,active,125995,125995,125995,,
126009,126009,126009,Davide Bettella,active,126009,126009,126009,,126009
126027,126027,126027,Pietro Beruatto,active,126027,126027,126027,,126027
126028,126028,126028,Alessandro Di Pardo,active,126028,126028,126028,,126028
126029,126029,126029,Nicolò Fagioli,active,126029,55069802359885,126029,,126029
126033,126033,565186,Antoine Bernier,active,126033,126033,126033,,
126034,126034,565192,Jani Atanasov,active,126034,126034,126034,,
126042,126042,126042,Gianluca Gaetano,active,126042,126042,126042,,126042
126046,126046,126046,Reece James,active,126046,52887422102622,126046,126046,126046
126047,126047,126047,Álex Centelles,active,126047,126047,126047,,126047
126048,126048,126048,M. Rodríguez,active,126048,126048,126048,,126048
126050,126050,126050,João Mendes,active,126050,126050,126050,,126050
126054,565198,565198,Jefferson Mena,active,126054,126054,565198,,
126055,126055,126055,Jonathan Panzo,active,126055,126055,126055,,126055
126063,128895,128895,Zé Pedro,active,126063,126063,128895,,128895
126073,126073,126073,Luciano Pons,active,126073,126073,126073,,126073
126077,126077,126077,Samuel Mráz,active,126077,126077,126077,126077,126077
126078,126078,126078,Nathaniel Phillips,active,126078,126078,126078,,126078
126083,126083,126083,Jonathan Herrera,active,126083,126083,126083,,126083
126094,126094,126094,Victor Jensen,active,126094,126094,126094,,126094
126106,126106,126106,Juan José Perea,active,126106,126106,126106,,126106
126110,126110,126110,Dávid Hancko,active,126110,52850914880670,126110,,126110
126116,126116,126116,Ibrahim Sadiq,active,126116,126116,126116,,126116
126117,565199,565199,Channarong P.,active,126117,53881170160805,565199,,
126130,126130,126130,Gabriele Zappa,active,126130,55068997053618,126130,,126130
126133,126133,126133,Facundo Colidio,active,126133,126133,126133,,126133
126139,114756,114756,Zhong Boshi,active,8514747,105713422691515,114756,,114756
126140,114882,114882,Qian Lanhe,active,8514748,105644719991996,114882,,114882
126141,106855,106855,Mo Wuning,active,8514749,8514749,106855,,106855
126149,126149,126149,Carlos Vinícius,active,126149,126149,126149,126149,126149
126154,126154,565207,Adam Jakobsen,active,126154,126154,126154,,
126155,126155,126155,German Onugkha,active,126155,126155,126155,,126155
126163,126163,126163,Luca Belardinelli,active,126163,126163,126163,,126163
126164,126164,126164,Emile Smith Rowe,active,126164,70374918319316,126164,126164,126164
126165,126165,126165,Moussa Djitté,active,126165,126165,126165,,126165
126178,126178,126178,Michal Sadílek,active,126178,52781926968546,126178,,126178
126179,126179,126179,Joël Piroe,active,126179,126179,126179,,126179
126180,126180,126180,Jordan Teze,active,126180,52874000329956,126180,,126180
126185,126185,565224,Alfie Jones,active,126185,126185,126185,,
126186,126186,126186,Yan Valery,active,126186,126186,126186,,126186
126191,126191,565225,Uğurcan Yazğılı,active,126191,126191,126191,,
126193,126193,565227,Niklas Steffen,active,126193,126193,126193,,
126201,126201,126201,Julian von Moos,active,126201,126201,126201,,126201
126202,565249,565249,Gilles Sarrazin,active,8514810,8514810,565249,,
126211,126211,565272,Bahadir Güngördü,active,126211,126211,126211,,
126218,126218,126218,Yunus Akgün,active,126218,53978612231434,126218,,126218
126219,126219,126219,Ahmet Sivri,active,126219,126219,126219,,126219
126221,126221,126221,Mads Frökjaer Jensen,active,126221,126221,126221,,126221
126229,126229,126229,Carlos Herrera,active,126229,126229,126229,,126229
126231,126231,126231,Bećir Omeragić,active,126231,126231,126231,,126231
126234,126234,126234,Adolfo Gaich,active,126234,105665053977882,126234,,126234
126239,126239,565273,Matteo Cardinali,active,126239,126239,126239,,
126241,126241,126241,Marco Brescianini,active,126241,105810814430497,126241,,126241
126255,126255,126255,Alex Vigo,active,126255,126255,126255,,126255
126265,126265,126265,Ryan Giles,active,126265,126265,126265,,126265
126273,126273,126273,Jordi Escobar,active,126273,126273,126273,,126273
126277,46414,46414,Felix Shevtsov,active,8514885,8514885,46414,,46414
126279,565277,565277,Kevin Moreno,active,126279,126279,565277,,
126286,126286,126286,Arthur Zagré,active,126286,126286,126286,,126286
126289,126289,126289,Loïc Mbe Soh,active,126289,126289,126289,,126289
126291,126291,126291,Bahadır Öztürk,active,126291,126291,126291,,126291
126295,126295,565278,Marlon Fossey,active,126295,126295,126295,,
126298,565281,565281,Quincey Hook,active,8514906,8514906,565281,,
126299,126299,126299,James Garner,active,126299,55070607666523,126299,126299,126299
126300,126300,126300,Mason Greenwood,active,126300,52900307004764,126300,126300,126300
126302,126302,126302,Tahith Chong,active,126302,105624520224094,126302,126302,126302
126310,126310,126310,Bastián Yáñez,active,126310,126310,126310,,126310
126313,126313,126313,Anderson,active,126313,126313,126313,,126313
126323,126323,126323,Rogerio Caicedo,active,126323,126323,126323,,126323
126336,126336,126336,João Félix,active,126336,52886348361088,126336,126336,126336
126337,126337,126337,Eric García,active,126337,52898427956609,126337,126337,126337
126341,126341,126341,Benjamín Garré,active,126341,126341,126341,,126341
126345,126345,126345,Vladimír Coufal,active,126345,56160992488841,126345,126345,126345
126346,126346,565282,Jaroslav Zelený,active,126346,126346,126346,,
126349,126349,126349,Thiago Almada,active,126349,52890374892941,126349,,126349
126352,126352,565284,Nias Hefti,active,126352,126352,126352,,
126362,126362,126362,Luan Santos,active,126362,126362,126362,,126362
126366,126366,126366,Korawich Tasa,active,126366,126366,126366,,126366
126376,126376,565288,Ernesto Falchi,active,8514984,8514984,126376,,
126384,126384,565292,João Paredes,active,126384,126384,126384,,
126387,126387,126387,Ryoma Watanabe,active,126387,105843563556275,126387,,126387
126390,126390,126390,Illan Meslier,active,126390,126390,126390,126390,126390
126405,100543,100543,Musa Amursky,active,8515013,8515013,100543,,100543
126407,126407,565297,Matías Pellegrini,active,126407,126407,126407,,
126421,126421,126421,Jamie Shackleton,active,126421,126421,126421,,126421
126425,126425,126425,Lee Kang-In,active,126425,56160992488921,126425,126425,126425
126426,126426,126426,Óscar Mingueza,active,126426,55068728618458,126426,126426,126426
126429,126429,126429,Yohann Magnin,active,126429,126429,126429,,126429
126437,126437,126437,Luis Vásquez,active,126437,126437,126437,,126437
126440,126440,126440,Javi Montero,active,126440,126440,126440,126440,126440
126443,126443,126443,Sergio Camello,active,126443,105663443365355,126443,,126443
126445,126445,126445,Joaquín Muñoz,active,126445,126445,126445,,126445
126451,126451,126451,Doğan Alemdar,active,126451,126451,126451,,126451
126461,126461,565299,Patricio Albornoz,active,126461,126461,126461,,
126470,126470,565301,Lucas Alarcón,active,126470,126470,126470,,
126472,126472,126472,George Stanger,active,126472,126472,126472,,126472
126485,60987,60987,Simeon Petrov,active,126485,126485,60987,,60987
126489,126489,565305,Jasper Schendelaar,active,126489,126489,126489,,
126496,126496,126496,Cheick Doucouré,active,126496,126496,126496,,126496
126506,126506,126506,Brent Gabriël,active,126506,126506,126506,,126506
126509,126509,126509,Oliver Skipp,active,126509,105718741069357,126509,,126509
126510,126510,126510,Adrián Bernabé,active,126510,105845979475502,126510,,126510
126517,126517,126517,Éderson,active,126517,55067923312181,126517,,126517
126525,126525,126525,Ali Yavuz Kol,active,126525,126525,126525,,126525
126528,126528,126528,Frantzdy Pierrot,active,126528,126528,126528,,126528
126535,126535,126535,Federico Gattoni,active,126535,126535,126535,,126535
126537,126537,126537,Guy Kilama,active,126537,105767596322377,126537,,126537
126542,126542,126542,Jan Hurtado,active,126542,126542,126542,,126542
126544,126544,126544,William Balikwisha,active,126544,126544,126544,,126544
126551,126551,126551,Alessandro Russo,active,126551,126551,126551,,126551
126556,650844,650844,Adrián de la Fuente,active,126556,126556,650844,,650844
126558,126558,126558,Steffan Pino,active,126558,126558,126558,,126558
126563,126563,126563,Yilson Rosales,active,126563,126563,126563,,126563
126566,126566,126566,Sofiane Diop,active,126566,70376528932454,126566,,126566
126570,126570,126570,Samuele Ricci,active,126570,105728941616746,126570,,126570
126574,126574,126574,A. Tripaldelli,active,126574,126574,126574,,126574
126582,126582,126582,Jeisson Quiñones,active,126582,126582,126582,,126582
126583,126583,126583,Juan Pablo Vargas,active,126583,126583,126583,,126583
126592,126592,126592,Maxime Busi,active,126592,126592,126592,,126592
126595,126595,126595,João Virgínia,active,126595,126595,126595,,126595
126596,126596,126596,Japhet Tanganga,active,126596,126596,126596,,126596
126598,126598,126598,Paris Maghoma,active,126598,126598,126598,,126598
126600,126600,126600,Nathan Wood,active,126600,126600,126600,,126600
126604,126604,126604,Luka Ilić,active,126604,126604,126604,,126604
126614,126614,126614,Mohammed Kudus,active,126614,52889838022294,126614,,126614
126616,126616,126616,Giorgi Kochorashvili,active,126616,126616,126616,,126616
126618,126618,126618,Takumi Kamijima,active,126618,53877412064922,126618,,126618
126619,126619,126619,Gianluca Ferrari,active,126619,126619,126619,,126619
126620,126620,126620,Manuel Insaurralde,active,126620,126620,126620,,126620
126623,126623,126623,Lautaro Valenti,active,126623,126623,126623,,126623
126624,126624,126624,Julián Alvarez,active,126624,52846351478432,126624,,126624
126634,126634,126634,Sem Steijn,active,126634,52887958974122,126634,,126634
126644,126644,126644,Clément Vidal,active,126644,126644,126644,,126644
126646,126646,565308,Kylian Kaïboué,active,126646,126646,126646,,
126651,126651,126651,Carlos Sierra,active,126651,126651,126651,,126651
126673,126673,126673,Francisco Trincão,active,126673,52882858700497,126673,126673,126673
126677,126677,126677,Sean Longstaff,active,126677,105820209671893,126677,,126677
126678,42113,42113,Matěj Kovář,active,126678,52899770134230,42113,,42113
126682,126682,565314,Martín Rea,active,126682,126682,126682,,
126689,126689,126689,William Saliba,active,126689,55070607666913,126689,126689,126689
126696,59607,59607,Vanja Drkušić,active,126696,126696,59607,,59607
126703,126703,126703,Adrià Pedrosa,active,126703,126703,126703,,126703
126707,126707,126707,Lucas Perrin,active,126707,126707,126707,,126707
126710,126710,126710,Toma Bašić,active,126710,126710,126710,,126710
